loan_amnt,term,int_rate,grade,emp_length,home_ownership,annual_inc,purpose,addr_state,dti,delinq_2yrs,revol_util,loan_status,default
20778,36 months,13.52,E,5 years,OWN,84937.47,home_improvement,TX,33.4,0,60.87,Fully Paid,0
27641,36 months,7.61,A,10+ years,RENT,96395.43,car,TX,5.44,0,59.22,Fully Paid,0
33745,60 months,22.73,B,3 years,MORTGAGE,51006.05,credit_card,IL,5.63,0,51.01,Fully Paid,0
24093,36 months,14.0,G,5 years,OWN,28677.12,credit_card,NY,22.49,0,57.25,Fully Paid,0
1569,60 months,8.89,B,< 1 year,OWN,92160.28,debt_consolidation,CA,37.88,2,51.72,Charged Off,1
8455,60 months,12.36,E,5 years,OWN,58436.07,home_improvement,TX,16.89,0,58.72,Fully Paid,0
5014,60 months,13.28,A,1 year,MORTGAGE,34630.24,credit_card,CA,13.41,0,72.97,Fully Paid,0
12093,36 months,21.55,D,5 years,OWN,77901.27,debt_consolidation,NY,24.46,1,15.41,Fully Paid,0
19070,60 months,19.67,C,10+ years,RENT,90863.51,other,TX,37.25,0,76.21,Fully Paid,0
17538,36 months,20.39,A,3 years,RENT,72558.86,debt_consolidation,IL,33.56,0,17.91,Fully Paid,0
11729,60 months,5.22,G,1 year,OWN,65843.03,debt_consolidation,FL,39.82,0,11.33,Fully Paid,0
1784,36 months,13.32,B,10+ years,OWN,71812.76,debt_consolidation,IL,1.39,0,97.73,Charged Off,1
28751,60 months,14.63,G,10+ years,MORTGAGE,67588.34,car,IL,4.96,0,95.91,Fully Paid,0
13533,36 months,5.38,G,10+ years,MORTGAGE,48039.06,debt_consolidation,FL,24.57,0,10.74,Fully Paid,0
6801,60 months,10.2,E,< 1 year,MORTGAGE,60706.39,debt_consolidation,FL,32.91,1,47.11,Fully Paid,0
20190,36 months,20.21,E,10+ years,OWN,85425.6,car,FL,11.77,0,22.69,Fully Paid,0
30592,36 months,7.74,C,< 1 year,MORTGAGE,81433.57,car,TX,9.95,0,51.11,Charged Off,1
11647,36 months,15.71,E,10+ years,MORTGAGE,78361.2,other,CA,31.59,0,83.87,Fully Paid,0
9716,36 months,9.3,E,2 years,RENT,55097.03,home_improvement,CA,2.73,0,95.31,Fully Paid,0
24355,60 months,5.24,A,1 year,MORTGAGE,71369.94,credit_card,FL,15.09,0,65.25,Fully Paid,0
23009,60 months,9.82,D,2 years,RENT,31458.7,credit_card,IL,20.48,0,38.62,Fully Paid,0
25376,36 months,24.52,C,10+ years,RENT,78569.53,debt_consolidation,NY,22.63,0,62.32,Fully Paid,0
5780,60 months,21.03,A,1 year,MORTGAGE,103577.15,other,FL,29.28,0,34.64,Charged Off,1
3368,36 months,24.19,D,1 year,RENT,45517.36,debt_consolidation,IL,14.52,0,91.43,Fully Paid,0
13039,36 months,14.76,G,3 years,OWN,63281.45,credit_card,IL,24.7,1,87.69,Fully Paid,0
7655,60 months,7.19,A,2 years,OWN,81582.14,car,TX,23.62,0,58.03,Fully Paid,0
5495,36 months,15.96,F,3 years,MORTGAGE,100056.85,home_improvement,TX,22.13,0,35.86,Fully Paid,0
11893,36 months,14.09,A,1 year,OWN,66035.51,other,CA,25.8,0,32.87,Fully Paid,0
26547,60 months,21.89,E,< 1 year,RENT,61154.99,car,CA,10.75,0,8.17,Charged Off,1
23386,36 months,6.96,D,1 year,OWN,35621.54,home_improvement,NY,3.84,0,82.5,Fully Paid,0
14403,36 months,14.76,C,3 years,MORTGAGE,77068.76,other,NY,5.21,1,47.79,Fully Paid,0
33097,36 months,8.0,C,2 years,MORTGAGE,115841.52,other,NY,9.37,0,35.89,Fully Paid,0
14121,36 months,11.49,D,10+ years,RENT,80547.17,credit_card,NY,20.26,2,49.76,Charged Off,1
11966,60 months,19.75,E,10+ years,MORTGAGE,74554.42,car,IL,33.7,0,82.78,Fully Paid,0
34621,60 months,14.52,B,2 years,OWN,81441.65,other,IL,28.2,0,16.84,Charged Off,1
29312,60 months,12.52,A,10+ years,MORTGAGE,74778.16,other,CA,31.67,0,86.48,Fully Paid,0
23677,36 months,12.89,E,10+ years,RENT,58739.71,home_improvement,TX,14.36,0,90.26,Charged Off,1
32289,36 months,14.19,F,3 years,MORTGAGE,91465.6,credit_card,TX,16.48,0,94.94,Fully Paid,0
32024,60 months,20.7,G,2 years,OWN,79515.23,debt_consolidation,FL,16.05,1,42.76,Fully Paid,0
5777,36 months,22.84,D,5 years,RENT,75352.27,credit_card,IL,8.08,0,25.63,Fully Paid,0
30749,36 months,24.11,A,< 1 year,OWN,55492.68,debt_consolidation,NY,2.92,0,40.5,Fully Paid,0
16338,36 months,20.74,C,< 1 year,RENT,101070.16,car,NY,23.84,1,36.63,Fully Paid,0
3491,36 months,11.31,G,10+ years,MORTGAGE,88294.05,car,FL,39.57,0,21.73,Fully Paid,0
28236,60 months,18.76,B,< 1 year,RENT,63941.58,other,TX,7.09,0,62.69,Fully Paid,0
15599,60 months,13.75,F,2 years,RENT,95036.5,car,NY,2.34,0,50.28,Fully Paid,0
20508,60 months,10.09,C,2 years,MORTGAGE,65048.58,other,TX,31.29,0,87.24,Charged Off,1
4051,36 months,21.82,D,1 year,OWN,59359.93,credit_card,FL,10.48,0,8.05,Fully Paid,0
22606,60 months,5.77,A,1 year,MORTGAGE,59805.94,car,TX,33.27,0,66.17,Charged Off,1
22699,60 months,23.04,D,< 1 year,RENT,39578.63,credit_card,TX,28.31,0,77.48,Fully Paid,0
1876,36 months,14.23,G,5 years,MORTGAGE,84430.85,credit_card,TX,37.85,0,77.15,Fully Paid,0
33093,36 months,17.74,A,1 year,RENT,38377.1,car,NY,16.65,1,89.18,Fully Paid,0
5142,60 months,18.19,E,1 year,MORTGAGE,50431.12,credit_card,CA,26.65,0,74.26,Fully Paid,0
16202,60 months,22.9,B,2 years,MORTGAGE,33488.24,car,IL,18.86,0,93.14,Charged Off,1
8079,60 months,17.73,E,5 years,OWN,73278.61,car,TX,25.41,0,36.6,Fully Paid,0
8987,60 months,17.28,E,10+ years,RENT,71993.59,car,TX,18.26,1,52.8,Charged Off,1
29940,36 months,6.33,D,< 1 year,OWN,68466.08,debt_consolidation,TX,7.95,0,6.34,Charged Off,1
18019,60 months,15.37,G,1 year,RENT,54148.45,credit_card,CA,20.56,0,5.66,Fully Paid,0
19077,60 months,8.0,B,5 years,MORTGAGE,51555.32,home_improvement,FL,21.38,2,27.81,Charged Off,1
27258,36 months,19.75,A,5 years,RENT,84287.4,car,NY,32.52,0,14.58,Fully Paid,0
22136,60 months,15.24,A,< 1 year,OWN,63988.96,credit_card,CA,29.55,0,29.72,Charged Off,1
9311,36 months,18.6,F,5 years,OWN,81327.17,other,TX,26.72,0,21.82,Fully Paid,0
18214,36 months,5.83,C,5 years,OWN,57295.03,car,CA,4.98,1,7.71,Fully Paid,0
15098,36 months,6.7,F,5 years,RENT,78621.25,car,CA,28.96,0,91.38,Charged Off,1
29251,60 months,19.33,F,1 year,OWN,101065.56,home_improvement,CA,20.26,1,5.78,Fully Paid,0
26945,60 months,6.44,A,< 1 year,OWN,86723.32,debt_consolidation,FL,35.82,0,74.93,Fully Paid,0
26316,36 months,6.43,D,5 years,OWN,66751.72,debt_consolidation,IL,36.83,1,19.45,Fully Paid,0
33217,60 months,5.24,E,5 years,MORTGAGE,80143.98,car,NY,2.68,2,91.66,Fully Paid,0
9308,60 months,24.13,G,1 year,MORTGAGE,70186.7,credit_card,FL,32.92,2,89.82,Fully Paid,0
6949,36 months,19.75,E,< 1 year,RENT,75157.6,other,FL,1.99,0,67.12,Charged Off,1
2150,36 months,12.07,E,2 years,RENT,68487.78,other,IL,15.0,1,68.86,Fully Paid,0
24944,60 months,10.93,B,1 year,OWN,71713.3,credit_card,FL,21.92,0,5.51,Fully Paid,0
10204,36 months,11.99,A,< 1 year,MORTGAGE,79241.87,car,CA,6.35,2,98.56,Fully Paid,0
2081,60 months,20.49,G,5 years,OWN,55132.83,other,CA,29.98,0,88.39,Fully Paid,0
30305,60 months,18.23,D,< 1 year,OWN,54682.42,debt_consolidation,TX,0.83,0,90.04,Fully Paid,0
17896,60 months,8.7,B,< 1 year,MORTGAGE,47229.15,credit_card,FL,7.16,0,67.63,Fully Paid,0
8805,60 months,8.48,C,10+ years,MORTGAGE,42994.58,home_improvement,TX,23.44,0,37.75,Charged Off,1
6237,36 months,6.97,D,< 1 year,MORTGAGE,50654.35,car,NY,28.72,1,89.9,Fully Paid,0
21056,36 months,18.21,F,2 years,RENT,78189.25,credit_card,CA,36.71,0,32.69,Fully Paid,0
4343,36 months,20.29,D,< 1 year,RENT,57144.25,other,NY,28.37,0,58.46,Charged Off,1
14500,36 months,10.3,D,2 years,OWN,85272.29,car,IL,27.04,1,14.47,Fully Paid,0
30375,60 months,5.42,E,5 years,RENT,75694.27,debt_consolidation,CA,16.08,0,92.59,Fully Paid,0
10662,60 months,6.64,D,2 years,MORTGAGE,35629.92,car,NY,0.55,0,18.37,Fully Paid,0
17964,36 months,24.36,F,5 years,MORTGAGE,88099.51,car,IL,5.25,0,26.37,Charged Off,1
9130,60 months,10.91,F,5 years,RENT,91215.97,debt_consolidation,NY,21.61,0,58.02,Fully Paid,0
20531,60 months,20.38,A,2 years,OWN,55122.75,debt_consolidation,IL,27.17,0,77.59,Fully Paid,0
2679,60 months,17.49,D,1 year,OWN,83403.83,car,IL,16.99,0,63.84,Fully Paid,0
4506,36 months,12.64,E,3 years,RENT,57870.04,debt_consolidation,CA,29.36,0,27.05,Fully Paid,0
14284,36 months,9.11,D,< 1 year,OWN,76953.41,credit_card,TX,21.11,0,5.09,Fully Paid,0
8253,36 months,7.43,C,10+ years,OWN,49710.03,debt_consolidation,IL,3.43,0,76.93,Fully Paid,0
20128,60 months,17.3,C,3 years,OWN,39137.87,debt_consolidation,IL,8.08,0,98.59,Fully Paid,0
28932,36 months,20.49,E,< 1 year,MORTGAGE,67343.66,car,CA,33.68,0,81.94,Fully Paid,0
10435,36 months,17.88,A,< 1 year,MORTGAGE,72525.42,credit_card,TX,29.13,0,48.72,Fully Paid,0
14296,36 months,15.61,A,5 years,RENT,67046.41,home_improvement,FL,35.84,0,90.86,Fully Paid,0
31445,36 months,5.84,F,< 1 year,MORTGAGE,51319.39,home_improvement,FL,5.14,1,43.94,Charged Off,1
14245,36 months,24.37,F,10+ years,OWN,67002.02,other,TX,39.61,0,54.87,Charged Off,1
30124,36 months,20.97,B,< 1 year,MORTGAGE,80385.9,debt_consolidation,NY,8.77,0,50.33,Fully Paid,0
30899,60 months,10.86,E,2 years,RENT,74102.14,debt_consolidation,CA,0.97,2,47.52,Fully Paid,0
30222,60 months,24.6,D,3 years,MORTGAGE,78650.02,credit_card,TX,39.9,0,78.64,Charged Off,1
27211,36 months,17.04,G,2 years,OWN,61597.7,home_improvement,FL,11.6,0,55.04,Fully Paid,0
27646,36 months,16.65,E,10+ years,OWN,98434.36,other,IL,26.89,0,35.09,Fully Paid,0
24049,60 months,19.96,B,< 1 year,RENT,51476.53,credit_card,FL,7.48,0,29.53,Fully Paid,0
15069,60 months,21.24,F,10+ years,MORTGAGE,84751.21,debt_consolidation,IL,23.42,1,8.59,Fully Paid,0
33580,36 months,18.13,E,5 years,MORTGAGE,98637.82,home_improvement,CA,36.21,1,60.4,Charged Off,1
32843,36 months,7.56,E,2 years,MORTGAGE,84618.16,other,IL,13.15,2,26.85,Charged Off,1
3849,36 months,11.77,F,2 years,OWN,70949.52,car,TX,26.98,0,19.07,Fully Paid,0
24289,36 months,23.56,B,1 year,RENT,64434.06,home_improvement,IL,7.92,0,67.11,Fully Paid,0
10823,60 months,9.49,F,< 1 year,MORTGAGE,95721.75,other,NY,25.18,0,69.71,Fully Paid,0
10540,36 months,12.44,A,5 years,OWN,46540.5,credit_card,TX,13.79,0,76.45,Fully Paid,0
17364,36 months,13.64,D,2 years,OWN,55597.51,car,CA,8.84,0,52.84,Fully Paid,0
5611,36 months,13.79,F,2 years,OWN,67048.84,other,TX,12.87,0,89.94,Fully Paid,0
28663,36 months,17.26,B,5 years,MORTGAGE,99753.08,other,NY,7.56,1,93.95,Fully Paid,0
31977,60 months,23.86,C,10+ years,MORTGAGE,82595.35,debt_consolidation,CA,36.13,1,81.7,Charged Off,1
30168,60 months,9.81,A,10+ years,MORTGAGE,55639.08,home_improvement,FL,16.19,1,65.38,Fully Paid,0
26471,60 months,7.43,C,< 1 year,MORTGAGE,68793.85,debt_consolidation,NY,10.19,0,33.85,Fully Paid,0
23687,36 months,8.95,G,1 year,MORTGAGE,62713.54,car,CA,18.21,1,98.38,Fully Paid,0
1851,36 months,22.74,F,2 years,MORTGAGE,60804.22,other,IL,13.16,1,31.04,Fully Paid,0
19071,60 months,17.92,A,1 year,MORTGAGE,94577.79,debt_consolidation,TX,29.9,0,24.25,Fully Paid,0
7833,36 months,10.72,D,10+ years,MORTGAGE,47565.14,home_improvement,CA,38.86,0,47.0,Fully Paid,0
12938,36 months,21.32,F,10+ years,MORTGAGE,107175.62,car,TX,17.8,1,10.4,Fully Paid,0
27144,60 months,22.23,D,3 years,OWN,91564.59,credit_card,IL,34.51,1,97.96,Charged Off,1
5000,60 months,21.93,E,< 1 year,MORTGAGE,96817.23,debt_consolidation,CA,22.85,0,60.9,Charged Off,1
6052,60 months,23.38,C,3 years,RENT,65741.21,car,FL,6.71,0,57.91,Fully Paid,0
29074,60 months,10.04,A,3 years,OWN,72001.19,credit_card,NY,27.78,1,67.3,Fully Paid,0
33320,36 months,20.1,D,3 years,MORTGAGE,46336.96,debt_consolidation,CA,20.78,0,52.22,Fully Paid,0
4913,36 months,14.21,B,< 1 year,RENT,64506.75,car,IL,26.2,0,8.05,Fully Paid,0
18450,60 months,21.84,D,< 1 year,MORTGAGE,84873.1,car,CA,35.64,0,63.17,Fully Paid,0
25107,36 months,19.57,B,5 years,RENT,100921.26,debt_consolidation,TX,17.9,0,73.04,Charged Off,1
21764,60 months,20.53,F,1 year,RENT,52856.86,car,CA,36.1,0,44.59,Fully Paid,0
21491,60 months,18.12,A,1 year,RENT,67689.88,other,FL,30.15,1,76.94,Fully Paid,0
4373,36 months,8.55,D,5 years,RENT,71974.02,debt_consolidation,CA,19.8,0,26.57,Fully Paid,0
13161,60 months,15.9,G,5 years,OWN,47084.22,car,NY,24.33,2,26.02,Charged Off,1
32996,36 months,24.69,D,10+ years,OWN,86826.98,credit_card,CA,13.36,0,20.33,Fully Paid,0
28122,36 months,23.75,G,3 years,RENT,60520.19,credit_card,TX,39.35,1,40.34,Fully Paid,0
28350,36 months,5.86,A,5 years,MORTGAGE,71092.19,other,CA,26.86,0,85.47,Fully Paid,0
28472,36 months,8.3,D,2 years,RENT,65961.01,debt_consolidation,FL,2.23,0,83.65,Fully Paid,0
29761,60 months,7.63,B,1 year,OWN,59213.23,car,IL,13.4,0,41.37,Fully Paid,0
26351,36 months,19.52,D,5 years,MORTGAGE,74859.1,car,CA,25.12,1,60.97,Fully Paid,0
24132,60 months,21.36,C,2 years,OWN,70687.81,credit_card,CA,2.73,1,73.48,Charged Off,1
16305,60 months,9.27,F,2 years,OWN,67562.84,other,NY,1.44,0,27.91,Fully Paid,0
10817,60 months,15.12,E,2 years,MORTGAGE,60430.77,credit_card,FL,18.28,0,20.97,Charged Off,1
12261,60 months,21.81,B,10+ years,RENT,81390.49,credit_card,IL,13.64,0,97.35,Fully Paid,0
1417,36 months,19.66,C,10+ years,RENT,108072.35,other,TX,17.81,0,63.67,Charged Off,1
21358,36 months,15.84,G,2 years,RENT,77797.74,debt_consolidation,CA,10.88,0,98.23,Fully Paid,0
4267,60 months,16.81,F,10+ years,RENT,94922.36,car,IL,7.01,1,37.09,Fully Paid,0
18209,60 months,15.17,A,3 years,MORTGAGE,47195.56,debt_consolidation,TX,27.72,0,71.79,Fully Paid,0
25052,36 months,10.95,B,2 years,MORTGAGE,78155.23,home_improvement,FL,20.83,1,26.15,Fully Paid,0
27092,60 months,16.3,E,3 years,MORTGAGE,53052.63,home_improvement,FL,8.41,1,29.81,Fully Paid,0
12338,36 months,18.78,F,3 years,OWN,45461.5,home_improvement,IL,13.12,0,53.63,Fully Paid,0
1412,60 months,22.47,G,2 years,MORTGAGE,60212.57,other,TX,23.88,0,35.36,Fully Paid,0
8543,36 months,17.73,E,1 year,RENT,98837.99,credit_card,FL,3.35,0,20.92,Fully Paid,0
34496,60 months,20.22,A,2 years,OWN,94000.32,debt_consolidation,IL,6.32,0,29.97,Fully Paid,0
24548,60 months,8.2,A,2 years,RENT,79860.09,car,FL,3.39,1,8.4,Fully Paid,0
28384,36 months,14.23,G,10+ years,RENT,44345.99,home_improvement,FL,32.59,1,71.92,Fully Paid,0
19888,60 months,5.19,B,2 years,MORTGAGE,71074.39,debt_consolidation,FL,30.22,0,51.75,Fully Paid,0
18506,60 months,9.93,G,1 year,MORTGAGE,81034.0,home_improvement,NY,30.26,0,13.95,Fully Paid,0
21463,36 months,19.53,D,10+ years,RENT,78510.72,home_improvement,TX,28.79,1,21.31,Charged Off,1
18955,60 months,24.84,A,< 1 year,RENT,38124.13,car,IL,26.94,0,14.74,Charged Off,1
6104,36 months,6.98,F,< 1 year,OWN,57193.64,other,IL,19.34,1,63.2,Fully Paid,0
24190,36 months,13.03,D,3 years,MORTGAGE,73718.44,credit_card,TX,25.87,1,13.95,Fully Paid,0
8357,60 months,21.0,C,3 years,OWN,85725.82,other,TX,2.02,2,76.66,Fully Paid,0
33479,60 months,9.08,E,1 year,OWN,31077.44,debt_consolidation,TX,25.05,0,6.95,Fully Paid,0
21150,60 months,16.1,D,5 years,OWN,71757.52,other,TX,31.23,0,28.69,Fully Paid,0
6644,60 months,19.66,E,< 1 year,RENT,77860.98,debt_consolidation,CA,20.26,1,89.61,Fully Paid,0
3914,60 months,17.32,G,3 years,OWN,91992.24,debt_consolidation,IL,14.62,0,73.26,Fully Paid,0
22352,60 months,8.76,D,< 1 year,OWN,88857.15,credit_card,CA,11.46,1,11.93,Fully Paid,0
15397,60 months,12.11,G,1 year,RENT,86651.43,car,FL,25.89,0,83.01,Fully Paid,0
1728,36 months,20.68,C,1 year,MORTGAGE,59001.19,credit_card,FL,27.87,0,51.84,Charged Off,1
1698,60 months,16.08,A,5 years,MORTGAGE,36839.96,other,IL,34.9,0,85.44,Fully Paid,0
14923,36 months,5.1,C,5 years,OWN,67138.94,debt_consolidation,FL,14.02,0,62.07,Fully Paid,0
17779,60 months,20.22,A,10+ years,RENT,95032.64,home_improvement,TX,30.91,1,69.77,Charged Off,1
8400,60 months,5.71,G,1 year,MORTGAGE,102869.09,home_improvement,CA,22.67,2,99.38,Fully Paid,0
25466,36 months,19.91,A,3 years,OWN,89210.98,debt_consolidation,TX,35.37,0,27.07,Fully Paid,0
5360,60 months,9.05,E,< 1 year,OWN,83586.82,credit_card,FL,21.35,1,64.27,Fully Paid,0
18101,60 months,24.16,F,2 years,RENT,82592.79,car,CA,20.95,0,48.73,Fully Paid,0
33307,36 months,12.36,C,5 years,OWN,63877.63,credit_card,TX,23.33,1,8.75,Fully Paid,0
6486,60 months,11.54,D,2 years,MORTGAGE,72398.79,debt_consolidation,IL,30.1,1,6.37,Fully Paid,0
9335,60 months,7.98,C,3 years,RENT,108381.39,debt_consolidation,TX,38.61,1,16.33,Fully Paid,0
22364,60 months,11.11,E,5 years,MORTGAGE,56148.84,car,FL,3.41,1,66.66,Charged Off,1
24576,36 months,22.53,A,2 years,MORTGAGE,107295.58,other,CA,2.61,0,58.88,Fully Paid,0
32667,60 months,24.93,E,3 years,MORTGAGE,68559.44,other,IL,37.53,0,57.58,Charged Off,1
12130,60 months,12.37,B,< 1 year,OWN,101508.64,car,CA,21.43,0,8.03,Fully Paid,0
22972,60 months,13.97,B,3 years,OWN,46863.7,other,IL,24.79,0,49.58,Charged Off,1
2167,60 months,19.44,D,10+ years,MORTGAGE,86718.08,home_improvement,CA,19.56,0,92.84,Fully Paid,0
28192,36 months,22.72,E,5 years,MORTGAGE,60264.6,other,FL,4.2,0,42.77,Fully Paid,0
2062,36 months,16.86,G,1 year,RENT,46694.66,other,IL,30.84,0,64.37,Fully Paid,0
19540,60 months,12.83,D,< 1 year,RENT,79370.68,other,NY,30.02,0,79.08,Fully Paid,0
25244,60 months,13.25,G,2 years,OWN,95189.44,home_improvement,CA,12.81,1,79.47,Fully Paid,0
22545,36 months,18.91,D,5 years,OWN,58101.17,other,CA,12.6,1,54.33,Fully Paid,0
22689,36 months,5.06,B,1 year,RENT,45019.68,home_improvement,TX,33.59,0,86.51,Charged Off,1
12174,60 months,17.39,D,3 years,MORTGAGE,73163.1,car,IL,3.36,0,42.18,Charged Off,1
23925,36 months,12.11,B,1 year,OWN,73251.29,credit_card,NY,35.3,0,89.43,Fully Paid,0
10348,60 months,20.88,A,5 years,MORTGAGE,85966.39,car,FL,10.64,2,27.82,Fully Paid,0
24714,36 months,6.86,G,5 years,RENT,93991.89,credit_card,TX,23.92,0,31.62,Fully Paid,0
9924,36 months,16.76,E,10+ years,OWN,73811.7,car,NY,37.47,0,10.05,Fully Paid,0
25394,36 months,14.62,D,10+ years,OWN,112110.07,credit_card,IL,27.29,0,80.58,Charged Off,1
7801,36 months,17.85,B,1 year,RENT,79484.69,credit_card,NY,16.87,0,44.62,Fully Paid,0
7731,60 months,6.3,C,3 years,OWN,68071.47,debt_consolidation,CA,27.74,0,26.77,Charged Off,1
24625,36 months,16.6,G,1 year,RENT,42768.65,credit_card,CA,14.09,1,27.02,Fully Paid,0
18337,36 months,16.23,D,5 years,OWN,69746.81,credit_card,TX,11.45,2,90.63,Fully Paid,0
8056,60 months,16.21,F,5 years,RENT,68272.26,debt_consolidation,IL,39.87,1,84.22,Fully Paid,0
12516,36 months,17.07,A,2 years,OWN,94206.1,other,IL,30.16,1,57.59,Fully Paid,0
2542,36 months,18.53,A,10+ years,MORTGAGE,84249.67,other,NY,25.97,0,63.53,Fully Paid,0
22677,60 months,21.1,C,2 years,MORTGAGE,51412.62,debt_consolidation,TX,14.53,2,50.06,Charged Off,1
28569,36 months,10.4,B,< 1 year,MORTGAGE,78445.09,home_improvement,IL,2.44,1,42.21,Fully Paid,0
24322,60 months,21.5,D,5 years,OWN,88430.62,credit_card,CA,1.73,0,91.97,Fully Paid,0
20065,60 months,14.97,G,2 years,OWN,105560.63,credit_card,NY,22.39,0,16.93,Fully Paid,0
18924,60 months,6.54,B,1 year,MORTGAGE,92750.08,debt_consolidation,FL,30.6,0,44.75,Fully Paid,0
23556,60 months,6.17,A,10+ years,MORTGAGE,90216.93,debt_consolidation,CA,21.73,1,37.73,Fully Paid,0
27962,36 months,11.68,B,10+ years,RENT,76201.72,home_improvement,TX,33.71,0,52.32,Fully Paid,0
29295,60 months,20.7,A,3 years,RENT,82766.24,other,IL,1.82,0,48.48,Fully Paid,0
14807,36 months,19.15,B,1 year,RENT,99990.1,car,CA,14.99,0,54.29,Charged Off,1
27432,36 months,20.77,C,3 years,MORTGAGE,48344.45,other,FL,9.86,1,18.29,Fully Paid,0
18749,36 months,15.35,E,2 years,MORTGAGE,68011.21,credit_card,FL,18.17,0,53.75,Charged Off,1
27256,36 months,13.8,C,< 1 year,MORTGAGE,59548.63,debt_consolidation,TX,3.36,0,28.03,Fully Paid,0
2324,36 months,7.95,C,1 year,RENT,82583.06,home_improvement,CA,38.19,0,22.51,Charged Off,1
26731,36 months,11.56,E,1 year,OWN,99604.44,other,NY,9.32,0,11.16,Fully Paid,0
24803,36 months,13.68,E,1 year,MORTGAGE,63060.51,home_improvement,CA,36.93,0,77.45,Fully Paid,0
20870,36 months,6.77,D,3 years,OWN,27193.91,other,FL,17.32,1,45.61,Charged Off,1
7588,36 months,9.41,G,2 years,OWN,66755.59,credit_card,TX,39.43,0,64.53,Fully Paid,0
27790,36 months,16.96,G,1 year,OWN,93269.47,car,TX,22.39,0,74.12,Fully Paid,0
26289,60 months,19.71,D,1 year,RENT,85752.6,home_improvement,NY,37.27,1,69.54,Fully Paid,0
29178,60 months,24.97,C,10+ years,OWN,83563.72,home_improvement,TX,0.71,1,49.7,Charged Off,1
29710,60 months,23.66,C,< 1 year,MORTGAGE,69400.13,car,TX,30.06,1,41.85,Fully Paid,0
16485,36 months,17.85,A,10+ years,RENT,49419.39,home_improvement,TX,36.17,0,40.72,Fully Paid,0
21652,60 months,13.42,A,10+ years,MORTGAGE,85305.89,home_improvement,TX,6.02,0,65.8,Fully Paid,0
5748,60 months,17.72,G,< 1 year,MORTGAGE,58314.36,other,TX,4.3,0,52.01,Charged Off,1
22233,60 months,20.71,D,2 years,RENT,118681.93,other,FL,17.27,2,85.67,Fully Paid,0
10435,36 months,7.37,F,10+ years,MORTGAGE,86410.14,car,CA,37.38,3,88.1,Fully Paid,0
4709,36 months,13.2,F,2 years,MORTGAGE,63387.03,credit_card,IL,21.92,0,21.2,Fully Paid,0
31355,36 months,21.8,D,10+ years,RENT,62772.3,home_improvement,TX,21.33,0,17.94,Fully Paid,0
14116,36 months,12.68,A,5 years,MORTGAGE,73141.12,credit_card,IL,6.07,1,64.89,Fully Paid,0
26470,60 months,16.44,G,< 1 year,OWN,70209.96,car,IL,0.53,0,33.62,Fully Paid,0
15683,60 months,16.76,G,10+ years,MORTGAGE,97336.68,car,FL,32.5,0,6.76,Fully Paid,0
1504,60 months,8.69,A,5 years,OWN,78728.32,other,TX,3.96,0,89.42,Fully Paid,0
34982,60 months,12.24,F,3 years,MORTGAGE,60367.37,home_improvement,IL,25.54,1,26.56,Fully Paid,0
29016,36 months,11.69,B,5 years,RENT,112808.81,debt_consolidation,TX,36.63,1,93.28,Fully Paid,0
24960,36 months,5.52,B,1 year,RENT,75986.17,car,NY,8.74,0,73.16,Charged Off,1
34591,36 months,5.48,A,10+ years,MORTGAGE,90376.79,home_improvement,NY,26.78,0,77.45,Fully Paid,0
18312,60 months,21.63,B,5 years,RENT,62835.47,credit_card,NY,3.61,0,24.14,Fully Paid,0
3105,36 months,10.46,E,2 years,MORTGAGE,82262.31,other,IL,24.35,0,27.25,Charged Off,1
23700,36 months,15.36,D,3 years,RENT,81222.2,credit_card,NY,6.98,0,54.52,Fully Paid,0
21559,60 months,10.97,D,10+ years,OWN,37207.01,car,FL,29.57,1,21.35,Fully Paid,0
28509,60 months,23.81,A,1 year,MORTGAGE,115305.5,car,FL,12.4,1,34.02,Fully Paid,0
28860,36 months,10.19,C,5 years,OWN,100812.89,credit_card,IL,18.8,0,35.54,Fully Paid,0
12003,36 months,13.59,F,3 years,OWN,67056.09,car,TX,24.18,0,20.16,Charged Off,1
22732,36 months,22.45,A,10+ years,MORTGAGE,52954.61,home_improvement,CA,7.27,0,24.49,Charged Off,1
26826,36 months,21.84,B,3 years,OWN,81951.23,car,TX,29.79,0,79.91,Fully Paid,0
31354,36 months,8.72,F,1 year,MORTGAGE,76733.95,other,TX,12.45,0,20.88,Fully Paid,0
14843,36 months,21.05,C,5 years,OWN,82113.38,home_improvement,TX,26.66,0,7.7,Fully Paid,0
7190,60 months,14.16,B,3 years,MORTGAGE,78831.55,debt_consolidation,TX,6.75,0,64.79,Fully Paid,0
18640,60 months,14.66,G,3 years,MORTGAGE,85124.82,car,CA,27.68,0,97.72,Fully Paid,0
4330,60 months,7.67,E,< 1 year,RENT,103946.11,car,NY,5.56,1,36.47,Fully Paid,0
20087,36 months,6.61,B,3 years,MORTGAGE,86362.06,other,TX,17.3,0,16.27,Fully Paid,0
25504,60 months,19.56,E,< 1 year,MORTGAGE,54006.89,other,FL,10.26,1,59.19,Fully Paid,0
8114,36 months,14.93,F,5 years,OWN,102251.26,credit_card,IL,30.06,1,91.1,Charged Off,1
14323,36 months,13.74,E,10+ years,MORTGAGE,107812.29,credit_card,IL,10.85,0,79.49,Fully Paid,0
